player_id,season,week,stat,line,book,over_odds,under_odds,recent_team,opponent_team,game_id
00-0023564,2019,1,carries,8.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0023564,2019,1,receiving_tds,0.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0023564,2019,1,receiving_yards,30.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0023564,2019,1,receptions,2.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0023564,2019,1,rushing_yards,20.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0023682,2019,1,carries,4.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,completions,19.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,interceptions,1.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,passing_tds,1.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,passing_yards,252.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,rushing_tds,0.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0023682,2019,1,rushing_yards,22.5,synthetic,-110,-110,MIA,BAL,2019_01_MIA_BAL
00-0024221,2019,1,receiving_tds,0.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0024221,2019,1,receiving_yards,33.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0024221,2019,1,receptions,2.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0024243,2019,1,receiving_yards,9.5,synthetic,-110,-110,GB,CHI,2019_01_GB_CHI
00-0024243,2019,1,receptions,0.5,synthetic,-110,-110,GB,CHI,2019_01_GB_CHI
00-0025396,2019,1,carries,0.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0025396,2019,1,receiving_yards,44.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0025396,2019,1,receptions,2.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0025396,2019,1,rushing_yards,0.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0025418,2019,1,receiving_tds,0.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0025418,2019,1,receiving_yards,18.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0025418,2019,1,receptions,2.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0026035,2019,1,carries,0.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026035,2019,1,receiving_yards,26.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026035,2019,1,receptions,2.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026143,2019,1,carries,2.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,completions,24.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,interceptions,0.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,passing_tds,2.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,passing_yards,277.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,rushing_tds,0.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026143,2019,1,rushing_yards,6.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0026158,2019,1,carries,1.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026158,2019,1,completions,23.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026158,2019,1,interceptions,0.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026158,2019,1,passing_tds,1.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026158,2019,1,passing_yards,228.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026158,2019,1,rushing_yards,5.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0026189,2019,1,carries,0.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0026189,2019,1,receiving_yards,37.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0026189,2019,1,receptions,3.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0026189,2019,1,rushing_yards,2.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0026498,2019,1,carries,0.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026498,2019,1,completions,18.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026498,2019,1,passing_tds,0.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026498,2019,1,passing_yards,172.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0026498,2019,1,rushing_yards,1.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0027029,2019,1,carries,8.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0027029,2019,1,receiving_yards,10.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0027029,2019,1,receptions,2.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0027029,2019,1,rushing_tds,0.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0027029,2019,1,rushing_yards,22.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0027061,2019,1,receiving_yards,46.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0027061,2019,1,receptions,3.5,synthetic,-110,-110,NO,HOU,2019_01_NO_HOU
00-0027150,2019,1,carries,1.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0027150,2019,1,receiving_tds,0.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0027150,2019,1,receiving_yards,114.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0027150,2019,1,receptions,7.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0027150,2019,1,rushing_yards,9.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0027685,2019,1,carries,0.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0027685,2019,1,receiving_tds,0.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0027685,2019,1,receiving_yards,52.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0027685,2019,1,receptions,5.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0027685,2019,1,rushing_yards,1.5,synthetic,-110,-110,DEN,LV,2019_01_DEN_LV
00-0027696,2019,1,receiving_yards,25.5,synthetic,-110,-110,GB,CHI,2019_01_GB_CHI
00-0027696,2019,1,receptions,2.5,synthetic,-110,-110,GB,CHI,2019_01_GB_CHI
00-0027939,2019,1,carries,6.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027939,2019,1,completions,23.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027939,2019,1,interceptions,1.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027939,2019,1,passing_tds,1.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027939,2019,1,passing_yards,238.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027939,2019,1,rushing_yards,33.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0027944,2019,1,receiving_tds,1.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0027944,2019,1,receiving_yards,88.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0027944,2019,1,receptions,6.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0027966,2019,1,carries,8.5,synthetic,-110,-110,BAL,MIA,2019_01_BAL_MIA
00-0027966,2019,1,receiving_yards,9.5,synthetic,-110,-110,BAL,MIA,2019_01_BAL_MIA
00-0027966,2019,1,receptions,1.5,synthetic,-110,-110,BAL,MIA,2019_01_BAL_MIA
00-0027966,2019,1,rushing_tds,0.5,synthetic,-110,-110,BAL,MIA,2019_01_BAL_MIA
00-0027966,2019,1,rushing_yards,36.5,synthetic,-110,-110,BAL,MIA,2019_01_BAL_MIA
00-0027973,2019,1,carries,2.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027973,2019,1,completions,15.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027973,2019,1,interceptions,0.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027973,2019,1,passing_tds,1.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027973,2019,1,passing_yards,186.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027973,2019,1,rushing_yards,17.5,synthetic,-110,-110,CIN,SEA,2019_01_CIN_SEA
00-0027981,2019,1,receiving_tds,0.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0027981,2019,1,receiving_yards,42.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0027981,2019,1,receptions,4.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0028002,2019,1,receiving_tds,0.5,synthetic,-110,-110,DAL,NYG,2019_01_DAL_NYG
00-0028002,2019,1,receiving_yards,31.5,synthetic,-110,-110,DAL,NYG,2019_01_DAL_NYG
00-0028002,2019,1,receptions,3.5,synthetic,-110,-110,DAL,NYG,2019_01_DAL_NYG
00-0028042,2019,1,receiving_tds,0.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0028042,2019,1,receiving_yards,14.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0028042,2019,1,receptions,1.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0028074,2019,1,carries,0.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0028074,2019,1,receiving_yards,4.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0028074,2019,1,receptions,0.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0028074,2019,1,rushing_yards,0.5,synthetic,-110,-110,KC,JAX,2019_01_KC_JAX
00-0028087,2019,1,carries,5.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0028087,2019,1,receiving_yards,22.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0028087,2019,1,receptions,3.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0028087,2019,1,rushing_yards,13.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0028097,2019,1,receiving_tds,0.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028097,2019,1,receiving_yards,1.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028097,2019,1,receptions,0.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028112,2019,1,receiving_yards,12.5,synthetic,-110,-110,ARI,DET,2019_01_ARI_DET
00-0028112,2019,1,receptions,1.5,synthetic,-110,-110,ARI,DET,2019_01_ARI_DET
00-0028118,2019,1,carries,4.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,completions,10.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,interceptions,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,passing_tds,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,passing_yards,118.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,rushing_tds,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028118,2019,1,rushing_yards,31.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028142,2019,1,receiving_tds,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028142,2019,1,receiving_yards,5.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028142,2019,1,receptions,1.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028237,2019,1,receiving_yards,30.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0028237,2019,1,receptions,3.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0028411,2019,1,receiving_tds,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028411,2019,1,receiving_yards,57.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028411,2019,1,receptions,4.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0028581,2019,1,carries,0.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028581,2019,1,receiving_yards,9.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028581,2019,1,receptions,0.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028581,2019,1,rushing_yards,2.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0028986,2019,1,carries,3.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,completions,27.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,interceptions,1.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,passing_tds,1.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,passing_yards,234.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,rushing_tds,0.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0028986,2019,1,rushing_yards,13.5,synthetic,-110,-110,WAS,PHI,2019_01_WAS_PHI
00-0029000,2019,1,receiving_tds,0.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0029000,2019,1,receiving_yards,46.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0029000,2019,1,receptions,3.5,synthetic,-110,-110,BUF,NYJ,2019_01_BUF_NYJ
00-0029137,2019,1,receiving_tds,0.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0029137,2019,1,receiving_yards,71.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0029137,2019,1,receptions,4.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0029239,2019,1,carries,1.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029239,2019,1,receiving_tds,0.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029239,2019,1,receiving_yards,3.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029239,2019,1,receptions,0.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029239,2019,1,rushing_tds,0.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029239,2019,1,rushing_yards,20.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029263,2019,1,carries,4.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,completions,17.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,interceptions,0.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,passing_tds,1.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,passing_yards,223.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,rushing_tds,0.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029263,2019,1,rushing_yards,21.5,synthetic,-110,-110,SEA,CIN,2019_01_SEA_CIN
00-0029269,2019,1,carries,0.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0029269,2019,1,receiving_yards,5.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0029269,2019,1,receptions,1.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0029269,2019,1,rushing_yards,4.5,synthetic,-110,-110,LAC,IND,2019_01_LAC_IND
00-0029293,2019,1,receiving_tds,0.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029293,2019,1,receiving_yards,66.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029293,2019,1,receptions,4.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029319,2019,1,receiving_yards,15.5,synthetic,-110,-110,NYJ,BUF,2019_01_NYJ_BUF
00-0029319,2019,1,receptions,1.5,synthetic,-110,-110,NYJ,BUF,2019_01_NYJ_BUF
00-0029492,2019,1,receiving_yards,2.5,synthetic,-110,-110,DAL,NYG,2019_01_DAL_NYG
00-0029492,2019,1,receptions,0.5,synthetic,-110,-110,DAL,NYG,2019_01_DAL_NYG
00-0029567,2019,1,carries,1.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,completions,26.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,interceptions,1.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,passing_tds,2.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,passing_yards,289.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,rushing_tds,0.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029567,2019,1,rushing_yards,1.5,synthetic,-110,-110,JAX,KC,2019_01_JAX_KC
00-0029572,2019,1,carries,0.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0029572,2019,1,receiving_yards,36.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0029572,2019,1,receptions,3.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0029572,2019,1,rushing_yards,1.5,synthetic,-110,-110,CAR,LA,2019_01_CAR_LA
00-0029587,2019,1,receiving_yards,34.5,synthetic,-110,-110,NYG,DAL,2019_01_NYG_DAL
00-0029587,2019,1,receptions,2.5,synthetic,-110,-110,NYG,DAL,2019_01_NYG_DAL
00-0029604,2019,1,carries,2.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029604,2019,1,completions,18.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029604,2019,1,interceptions,0.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029604,2019,1,passing_tds,1.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029604,2019,1,passing_yards,202.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029604,2019,1,rushing_yards,5.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0029608,2019,1,receiving_tds,0.5,synthetic,-110,-110,IND,LAC,2019_01_IND_LAC
00-0029608,2019,1,receiving_yards,86.5,synthetic,-110,-110,IND,LAC,2019_01_IND_LAC
00-0029608,2019,1,receptions,4.5,synthetic,-110,-110,IND,LAC,2019_01_IND_LAC
00-0029632,2019,1,carries,1.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0029632,2019,1,receiving_tds,0.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0029632,2019,1,receiving_yards,63.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0029632,2019,1,receptions,5.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0029632,2019,1,rushing_yards,10.5,synthetic,-110,-110,ATL,MIN,2019_01_ATL_MIN
00-0029664,2019,1,receiving_tds,0.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029664,2019,1,receiving_yards,60.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029664,2019,1,receptions,3.5,synthetic,-110,-110,NE,PIT,2019_01_NE_PIT
00-0029701,2019,1,carries,1.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029701,2019,1,completions,14.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029701,2019,1,interceptions,0.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029701,2019,1,passing_tds,1.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029701,2019,1,passing_yards,166.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029701,2019,1,rushing_yards,11.5,synthetic,-110,-110,TEN,CLE,2019_01_TEN_CLE
00-0029738,2019,1,receiving_tds,0.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0029738,2019,1,receiving_yards,6.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0029738,2019,1,receptions,1.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0029854,2019,1,carries,17.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029854,2019,1,receiving_yards,9.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029854,2019,1,receptions,1.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029854,2019,1,rushing_tds,0.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029854,2019,1,rushing_yards,80.5,synthetic,-110,-110,DET,ARI,2019_01_DET_ARI
00-0029892,2019,1,carries,0.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0029892,2019,1,receiving_yards,14.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0029892,2019,1,receptions,1.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0029892,2019,1,rushing_yards,2.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0030035,2019,1,carries,0.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0030035,2019,1,receiving_yards,51.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0030035,2019,1,receptions,3.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0030035,2019,1,rushing_yards,2.5,synthetic,-110,-110,MIN,ATL,2019_01_MIN_ATL
00-0030061,2019,1,receiving_tds,0.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0030061,2019,1,receiving_yards,56.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0030061,2019,1,receptions,6.5,synthetic,-110,-110,PHI,WAS,2019_01_PHI_WAS
00-0030068,2019,1,receiving_yards,31.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0030068,2019,1,receptions,2.5,synthetic,-110,-110,SF,TB,2019_01_SF_TB
00-0030085,2019,1,receiving_tds,0.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0030085,2019,1,receiving_yards,46.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0030085,2019,1,receptions,3.5,synthetic,-110,-110,HOU,NO,2019_01_HOU_NO
00-0030108,2019,1,receiving_yards,7.5,synthetic,-110,-110,NYJ,BUF,2019_01_NYJ_BUF
